ID_Espacio_Verde,Nombre,Nombre_Mapa,Tipo_Espacio,Clasificacion_Original,Acceso,Direccion,Barrio,Comuna,Tiene_Patio_Juegos,Superficie_m2,Perimetro_m,Latitud,Longitud,Latitud_Centroide,Longitud_Centroide,Metodo_Coordenada,Flag_Centroide_Fuera_Geometria,Distancia_Centroide_Pin_m,Flag_Geometria_Reparada,Cantidad_Partes_Geometria,Flag_Revision_Manual,Motivo_Revision,Criterio_Inclusion,CRS_Coordenadas,Fuente_Archivo
1505,Plaza Catalinas Sur,Pza. Catalinas Sur,Plaza,PLAZA,No informado,NECOCHEA - ENRIQUE GUSTAVINO - MIGUEL VICTORICA - MANUEL GÁLVEZ,La Boca,4,SI,2660.3145140628058,470.10997231466604,-34.6283924379,-58.3635324442,-34.6283924379,-58.3635324442,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1507,Plaza Jaime Yankelevich,Pza. Jaime Yankelevich,Plaza,PLAZA,No informado,RUY DIAZ DE GUZMÁN y PINZÓN,Barracas,4,NO,422.3383173880959,261.71689438110684,-34.6363370720,-58.3708729713,-34.6363370720,-58.3708729713,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1508,Plaza 18 de Diciembre de 1872,Pza. 18 de Diciembre de 1872,Plaza,PLAZA,No informado,GRAL PAZ AV - COLECTORA GRAL PAZ - TUYUTI - VENTURA BOSCH,Liniers,9,SI,5922.375744196099,876.8302637577722,-34.6437973352,-58.5289690882,-34.6437973352,-58.5289690882,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1515,Plaza Guillermo y Alfredo Barbieri,Pza. Guillermo y Alfredo Barbieri,Plaza,PLAZA,No informado,LUNA - LOS PATOS - PEDRO CHUTRO - MOSTESQUIEU,Parque Patricios,4,SI,4198.042561246535,634.393040159838,-34.6403175629,-58.3993868487,-34.6403175629,-58.3993868487,Centroide geométrico,0,0.00,0,16,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1518,Paseo Guardavidas Argentinos,Paseo Guardavidas Argentinos,Plaza,PLAZA,No informado,TRISTÁN ACHAVAL RODRÍGUEZ - RESERVA ECOLÓGICA - FRENTE A MONUMENTO DE LAS NEREIDAS,Puerto Madero,1,NO,1795.7876362818085,530.8173566277687,-34.6166237500,-58.3557643004,-34.6167338397,-58.3559123807,Punto representativo interno del componente principal,1,18.26,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1536,Plaza República Árabe de Egipto,Pza. Rep. Árabe de Egipto,Plaza,PLAZA,No informado,SARMIENTO AV - ALCORTA FIGUEROA AV - CASARES AV,Palermo,14,SI,24696.981480165738,4110.7036924151325,-34.5712636673,-58.4101990017,-34.5708221453,-58.4101359026,Punto representativo interno del componente principal,1,49.31,0,33,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1540,Plaza Pirillo,Pza. Pirillo,Plaza,PLAZA,No informado,RIESTRA AV - CNEL ESTEBAN BONORINO AV,Flores,7,SI,325.06754852173094,201.10115382753412,-34.6489289359,-58.4402843439,-34.6488598550,-58.4402546747,Punto representativo interno del componente principal,1,8.13,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1542,Plaza Barrio Rivadavia,Pza. Barrio Rivadavia,Plaza,PLAZA,No informado,BARRIO RIVADAVIA,Flores,7,SI,1230.7631161473237,354.8710628150077,-34.6453760924,-58.4409133658,-34.6450147975,-58.4410985890,Punto representativo interno del componente principal,1,43.52,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1544,Centro Recreativo Deportivo Villa 15,Centro Recreativo y Deportivo Villa 15,Parque,PARQUE,No informado,VILLA 15 MANZANA 26,Villa Lugano,8,NO,6347.407336159504,534.4254300201874,-34.6727703021,-58.4909722644,-34.6727703021,-58.4909722644,Centroide geométrico,0,0.00,0,1,1,Centro Recreativo Deportivo Villa 15: confirmar proporción de espacio verde,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1559,Plaza Bichito de Luz,Pza. Bichito de Luz,Plaza,PLAZA,No informado,No informado,Retiro,1,NO,970.2259559529997,128.38527025030862,-34.5821123408,-58.3818280404,-34.5821123408,-58.3818280404,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1564,Plaza Triángulo,Pza. Triángulo,Plaza,PLAZA,No informado,No informado,Retiro,1,SI,306.57298178554936,131.89212704385656,-34.5811003229,-58.3858212591,-34.5811003229,-58.3858212591,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1572,Plaza El Maestro - Ravignani,Pza. El Maestro - Ravignani,Plaza,PLAZA,No informado,"BEIRO, FRANCISCO AV. - LISTA, RAMON, CNEL. - CALDERON DE LA BARCA, PEDRO, CNEL. - CERVANTES",Villa Devoto,11,SI,3685.206071110158,938.7080686467764,-34.6124761721,-58.5222624706,-34.6127857546,-58.5226156726,Punto representativo interno del componente principal,1,47.20,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1573,Pque. Natural Lago Lugano,Pque. Natural Lago Lugano,Parque,PARQUE,No informado,No informado,Villa Soldati,8,NO,155732.8298479331,11682.360363551741,-34.6806720752,-58.4489852292,-34.6794089245,-58.4453737710,Punto representativo interno del componente principal,1,359.34,0,24,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1574,Parque de las Ciencias,"Pque. de las Ciencias - Min. Ciencia, Tecnología e Innovación",Parque,PARQUE,No informado,"GODOY CRUZ, PARAGUAY, SOLER Y VÍAS DEL FFCC SAN MARTÍN",Palermo,14,SI,8224.098432935705,2467.334342500127,-34.5821263195,-58.4293986077,-34.5821263195,-58.4293986077,Centroide geométrico,0,0.00,1,19,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1575,Plaza de la Ciencia,Pza. de la Ciencia,Plaza,PLAZA,No informado,GODOY CRUZ ENTRE PARAGUAY Y GUATEMALA,Palermo,14,NO,160.94984143262513,154.3205579013653,-34.5823586462,-58.4286305215,-34.5822049927,-58.4284936221,Punto representativo interno del componente principal,1,21.17,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1576,Plaza Monroe,Pza. Monroe,Plaza,PLAZA,No informado,MONROE AV - HOLMBERG,Villa Urquiza,12,NO,1378.574013035157,694.3513304380663,-34.5687455419,-58.4777495714,-34.5687455419,-58.4777495714,Centroide geométrico,0,0.00,0,17,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1577,Plaza República de México,Pza. Rep. de México,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - LA PAMPA - ALSINA, VALENTIN, AV. - CASTAÑEDA",Belgrano,13,SI,7139.229067141292,786.486717491283,-34.5540554417,-58.4352520235,-34.5540554417,-58.4352520235,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1585,No informado,No informado,Plaza,PLAZA,No informado,MARTÍN RODRÍGUEZ - JUAN MANUEL BLANES,La Boca,4,NO,1778.795588214662,1063.6632865652275,-34.6314450402,-58.3633292028,-34.6314967782,-58.3634536007,Punto representativo interno del componente principal,1,12.77,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1589,No informado,No informado,Plaza,PLAZA,No informado,"HERRERA 1800 - CALIFORNIA - HORNOS, GRAL. - IRIARTE, GRAL.",Barracas,4,NO,3898.8073683012685,1158.8477469119612,-34.6477620887,-58.3741758374,-34.6478174357,-58.3746903496,Punto representativo interno del componente principal,1,47.56,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1590,No informado,No informado,Plaza,PLAZA,No informado,"CALIFORNIA - AUTOPISTA ARTURO FRONDIZI - QUINQUELA MARTIN, BENITO - HERRERA",Barracas,4,NO,2277.0710013887283,589.3366525614962,-34.6461726814,-58.3754351769,-34.6461726814,-58.3754351769,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1591,No informado,No informado,Plaza,PLAZA,No informado,"CALIFORNIA - HORNOS, GRAL. - QUINQUELA MARTIN, BENITO - AUTOPISTA ARTURO FRONDIZI",Barracas,4,NO,1459.6869627141134,466.58816493171645,-34.6452929116,-58.3750065047,-34.6452929116,-58.3750065047,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1592,No informado,No informado,Plaza,PLAZA,No informado,"HORNOS, GRAL.1400 - QUINQUELA MARTIN, BENITO - HERRERA - ARAOZ DE LAMADRID, G., GRAL.",Barracas,4,NO,512.0760510580903,213.40523351566122,-34.6429774317,-58.3755700572,-34.6429774317,-58.3755700572,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1593,No informado,No informado,Plaza,PLAZA,No informado,"HORNOS, GRAL.1400 - ARAOZ DE LAMADRID, G., GRAL. - SUAREZ - HERRERA",Barracas,4,NO,162.9728943454639,52.25373081962824,-34.6423884987,-58.3756367274,-34.6423884987,-58.3756367274,Centroide geométrico,0,0.00,0,1,1,Plaza sin nombre y menor a 500 m²; confirmar que sea un espacio independiente,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1594,No informado,No informado,Plaza,PLAZA,No informado,"QUINQUELA MARTIN, BENITO - HERRERA - HORNOS, GRAL. - ARAOZ DE LAMADRID, G., GRAL.",Barracas,4,NO,516.0460917326632,415.3795019040707,-34.6430746280,-58.3762218542,-34.6431187210,-58.3762299004,Punto representativo interno del componente principal,1,4.95,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1595,No informado,No informado,Plaza,PLAZA,No informado,"ARAOZ DE LAMADRID, G., GRAL. - HORNOS, GRAL. - SUAREZ - HERRERA",Barracas,4,NO,35.54527625527185,27.430137958463884,-34.6425592515,-58.3763868928,-34.6425592515,-58.3763868928,Centroide geométrico,0,0.00,0,1,1,Plaza sin nombre y menor a 500 m²; confirmar que sea un espacio independiente,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1607,Plaza Madre Ana María Mogas - Sector Parque Santojanni,Pza. Madre Ana M. Mogas (Pque. Santojanni),Plaza,PLAZA,No informado,"DE LA TORRE, LISANDRO, AV. - PATRON - ACASSUSO - PILAR",Liniers,9,SI,5424.37770778819,1382.7273806035441,-34.6495473233,-58.5160376298,-34.6496532601,-58.5161722141,Punto representativo interno del componente principal,1,17.04,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1614,Plaza Vespucio,Pza. Vespucio,Plaza,PLAZA,No informado,VESPUCIO ENTRE DANIEL CERRI Y CALIFORNIA,La Boca,4,SI,1124.1295511904777,175.88300158760228,-34.6455298757,-58.3631559278,-34.6455298757,-58.3631559278,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1618,Plaza del Caballito,Pza. del Caballito,Plaza,PLAZA,No informado,ROJAS 130 - VÍAS DEL FFCC SARMIENTO -FEDERICO GARÍA LORCA,Caballito,6,SI,5360.577944128732,1467.3031880102958,-34.6194062893,-58.4433656874,-34.6194062893,-58.4433656874,Centroide geométrico,0,0.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1623,Plaza Ana Díaz,Pza. Ana Díaz,Plaza,PLAZA,No informado,ANA DIAZ AV - SOLDADO DE LA FRONTERA AV,Villa Lugano,8,SI,3375.0970115208866,1048.3245422272512,-34.6824186106,-58.4675746778,-34.6824186106,-58.4675746778,Centroide geométrico,0,0.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1624,Plaza Piedra Buena y Saraza - De los Vecinos (No oficial),Pza. Piedra Buena y Saraza - De los Vecinos,Plaza,PLAZA,No informado,PIEDRA BUENA Y SARAZA,Villa Lugano,8,SI,1520.1546571619074,838.7306424566071,-34.6774208249,-58.4879897615,-34.6774208249,-58.4879897615,Centroide geométrico,0,0.00,0,18,1,La fuente indica que la denominación no es oficial,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1626,Plaza Nuestra Señora de Fátima,Pza. Nuestra Sra. de Fátima,Plaza,PLAZA,No informado,"BARROS PAZOS, JOSE - PERGAMINO - CHILAVERT, MARTINIANO, CNEL. - ACOSTA, MARIANO",Villa Soldati,8,SI,4980.716232468649,1769.5420865659191,-34.6610802975,-58.4475531156,-34.6608201454,-58.4474458905,Punto representativo interno del componente principal,1,30.48,0,33,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1650,Plaza 1 de Marzo de 1948,Pza. 1 de Marzo de 1948,Plaza,PLAZA,No informado,JARAMILLO (PROYECCION IMAGINARIA) ENTRE VALDENEGRO Y MILLER,Saavedra,12,SI,1194.740401129664,500.82306480867885,-34.5594983707,-58.4913908733,-34.5594983707,-58.4913908733,Centroide geométrico,0,0.00,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1653,Jardín de Villa del Parque,Jardín de Va. del Parque,Jardín o paseo verde,JARDÍN,No informado,SANTO TOME - LLAVALLOL - ARREGUI - TEODORO VILARDEBO,Villa Del Parque,11,SI,1795.3953882580593,638.2884435322452,-34.6088886869,-58.4928269981,-34.6089450655,-58.4929256702,Punto representativo interno del componente principal,1,11.00,0,3,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1656,No informado,No informado,Plaza,PLAZA,No informado,NAZCA AV - CURUPAYTI - VIAS DEL FFCC SAN MARTIN - DEL FOMENTISTA,Villa Pueyrredon,12,SI,7629.549932523412,2233.6919647075392,-34.5811359413,-58.5098904869,-34.5811359413,-58.5098904869,Centroide geométrico,0,0.00,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1669,Plaza Arquitecto Juan Kurchan,Pza. Arq. Juan Kurchan,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 7402,Belgrano,13,NO,1501.8438532277146,340.1999481845878,-34.5432097104,-58.4370980420,-34.5432097104,-58.4370980420,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1670,Plaza Ingeniero Antonio Vilar,Pza. Ing. Antonio Vilar,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 6562,Belgrano,13,NO,689.535747673452,235.7811605019477,-34.5478678920,-58.4313721513,-34.5478982972,-58.4313129282,Punto representativo interno del componente principal,1,6.40,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1671,Plaza Arquitecto Alberto H. Prebisch,Plaza Arq. Alberto H. Prebisch,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 6902,Belgrano,13,NO,402.54939649875143,254.8495555482644,-34.5455147491,-58.4315692011,-34.5455092520,-58.4315390710,Punto representativo interno del componente principal,1,2.83,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1672,Plaza Ingeniero José Luis Delpini,Pza. Ing. José L. Delpini,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 6652,Belgrano,13,NO,296.839962946769,121.06893808374284,-34.5468040864,-58.4313044817,-34.5469245546,-58.4312818702,Punto representativo interno del componente principal,1,13.52,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1673,Plaza Arquitecto Amancio Williams,Pza. Arq. Amancio Williams,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 6202,Belgrano,13,NO,229.18667283486272,157.01462543008108,-34.5506680275,-58.4300097482,-34.5506353319,-58.4300787038,Punto representativo interno del componente principal,1,7.29,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1674,Plaza Arquitecto Wladimiro Acosta,Pza. Arq. Wladimiro Acosta,Plaza,PLAZA,No informado,GUIRALDES AV - COSTANERA RAFAEL OBLIGADO AV,Belgrano,13,NO,801.5234293506086,188.09058534193693,-34.5434753964,-58.4375918493,-34.5434753964,-58.4375918493,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1675,Plaza Arquitecto René Karman,Pza. Arq. René Karman,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 7001,Belgrano,13,NO,217.64396816326928,171.47981942965552,-34.5444154267,-58.4323614483,-34.5444124733,-58.4324510468,Punto representativo interno del componente principal,1,8.23,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1676,Plaza Arquitecto Alejandro Bustillo,Pza. Arq. Alejandro Bustillo,Plaza,PLAZA,No informado,COSTANERA RAFAEL OBLIGADO AV 7101,Belgrano,13,NO,607.225474667359,293.5860749954345,-34.5433487147,-58.4341208971,-34.5433031867,-58.4343927193,Punto representativo interno del componente principal,1,25.45,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
